x,y
448.70387620343797,259.9998187922754
430.99364490337337,259.0684395806037
413.38976710236483,257.093924934413
395.5836234962433,255.5975045983051
378.6702625536192,253.2953430692402
361.04507548819333,251.77346621453708
344.1791285641062,248.95376775514833
327.1639182170532,246.49764528448267
310.2591030190609,243.4996234516222
294.25732830270107,239.39147183563145
277.2473430545689,236.9549026029373
260.336448254835,234.23356272742703
243.368260932479,231.71715001254267
225.37114390802634,231.02819783644833
207.7701195813201,229.46023127142197
190.581369825562,227.5112526883589
172.50038286615674,221.83280526579037
153.0064732762107,226.44946900185548
136.23934343144953,229.9911973996088
115.8351094217386,224.98274073100652
98.789762244337,229.01870381461507
80.9734728168098,227.91040083340317
65.80175180813431,222.07192633805678
51.53410324720576,214.89174503159572
38.183945824430936,206.13373380024734
25.346356390010367,196.31120346781563
14.91955045973076,184.1375076576613
6.663583105749633,170.43250696930147
-3.667196960998889,156.56427616389206
-11.222604439175537,136.89099196756555
-9.339220924857383,115.42887835011277
2.9687479086102475,99.45554289002762
13.521639480906002,87.14228695493243
25.936801531999148,76.82413464292861
39.799857395223626,68.95216184909626
54.87581665521686,62.93593986320567
67.22806755259752,54.08075681041067
83.26553657108522,53.71130074404204
96.35551975488863,50.18453687282663
113.31635716261741,47.25219441578261
127.92076261100758,40.62047249724984
142.15351875289232,34.54181292035181
160.11480031652323,32.32700081619652
176.23048615365627,28.261872554158707
192.9983799549808,25.21700606693915
209.08534497115159,21.068580135220955
227.584814852479,21.139863146608466
245.60532760404084,20.50177832171093
263.68288488370166,16.77533455705379
281.31718791680953,18.00139657749418
300.3354574469426,20.34687136572527
318.1979912043154,20.289660883830074
334.78866598040395,16.42557855823944
352.2448687643655,15.60428490917041
370.304105181681,15.610786221664162
386.9723504364974,11.072570437651672
406.4401255603348,13.395194811028002
423.5218808742373,10.640856808823639
439.15131713305493,7.629299506724081
452.23638603722475,10.483034104602712
468.8606579980111,9.784191783325298
485.5175940667398,6.626419625195519
502.2624311474807,3.4156735694592815
519.190722621945,0.8282251924944346
536.3309420602424,-1.4090921491105777
558.6135310154873,-6.611160347637963
573.8622202589538,0.06611921726306191
591.0268123712748,2.7869173631534423
608.0988521079719,4.897115454248283
624.2237421078065,8.924600975435741
640.940549461709,12.314831194471646
656.2285375436994,17.6606943499233
671.569996278266,23.156263498666128
685.5580949778363,30.66694976928921
697.5683282634066,41.28857505778871
706.7813202344764,54.29455226177289
714.0722510314109,68.64212438611068
718.1041754503491,84.85072666516157
720.3127676721307,98.74261472175806
721.1369763580278,116.84374573192045
716.8199071049086,133.3078492569213
711.0122090205414,148.4798588653472
704.1829754960802,163.01943020069774
694.0487055633048,175.4548155593918
681.9725859772583,186.06871055353346
669.4830523168072,196.13927008754706
656.0315512879761,205.07931144550986
642.2649876456123,213.1261877030193
627.5589711287206,219.49272654918946
613.1180206395578,226.5159943023062
598.5429821875973,233.23544402751867
585.3642653907391,240.51534190362625
568.7898096660803,244.13630734308433
553.1988664754139,248.8824574043441
536.722208300597,252.60063456543125
520.3249457780186,255.9478186869363
502.4942274770276,257.09388020484647
484.9087953212668,259.11282912935735
467.7791140578692,262.2095901413808
448.7038762034379,259.99981879227533
