axis,z_available,z_cols_present,z_nan_ratio,steps_r,steps_l,thr_r,thr_l,period_frames_used,img_w,img_h,scale_cm_per_px
z,True,True,0.0,"[76, 88, 462]","[97, 322]",135.4764626741409,150.1560795307159,225.0,1920.0,1080.0,0.2
